"method","animal","dims","resolution","cluster","cell_count","is_small_cluster","average_silhouette_score","cumulative_variance","silhouette_score","n_DEGs"
"SCT","merged",10,0.5,"5",2706,FALSE,0.172012558259589,0.762711364651918,0.263287422511101,915
"SCT","merged",10,0.5,"6",2483,FALSE,0.172012558259589,0.762711364651918,0.0558573206424392,526
"SCT","merged",10,0.5,"7",1849,FALSE,0.172012558259589,0.762711364651918,0.0306772467262289,27
"SCT","merged",10,0.5,"8",1481,FALSE,0.172012558259589,0.762711364651918,0.223666456528136,671
"SCT","merged",10,0.5,"9",1462,FALSE,0.172012558259589,0.762711364651918,-0.0630659132412642,652
"SCT","merged",10,0.5,"10",1301,FALSE,0.172012558259589,0.762711364651918,0.207320316865275,494
"SCT","merged",10,0.5,"11",1215,FALSE,0.172012558259589,0.762711364651918,0.393467744958942,1683
"SCT","merged",10,0.5,"12",945,FALSE,0.172012558259589,0.762711364651918,-0.00891326961043514,1287
"SCT","merged",10,0.5,"13",243,FALSE,0.172012558259589,0.762711364651918,0.388275604290267,219
"SCT","merged",10,0.5,"14",179,FALSE,0.172012558259589,0.762711364651918,0.119336806326894,294
"SCT","merged",10,0.75,"0",5633,FALSE,0.167149412158599,0.762711364651918,NA,373
"SCT","merged",10,0.75,"1",4392,FALSE,0.167149412158599,0.762711364651918,0.181103527123791,377
"SCT","merged",10,0.75,"2",4146,FALSE,0.167149412158599,0.762711364651918,0.364770823427774,522
"SCT","merged",10,0.75,"3",3966,FALSE,0.167149412158599,0.762711364651918,0.217624209405581,429
"SCT","merged",10,0.75,"4",3230,FALSE,0.167149412158599,0.762711364651918,0.115502284666149,776
"SCT","merged",10,0.75,"5",2810,FALSE,0.167149412158599,0.762711364651918,0.0318720467332964,1475
"SCT","merged",10,0.75,"6",2765,FALSE,0.167149412158599,0.762711364651918,0.201542725281015,40
"SCT","merged",10,0.75,"7",2468,FALSE,0.167149412158599,0.762711364651918,0.149573400792027,530
"SCT","merged",10,0.75,"8",1980,FALSE,0.167149412158599,0.762711364651918,0.0329090354780353,1080
"SCT","merged",10,0.75,"9",1504,FALSE,0.167149412158599,0.762711364651918,0.0188531995909347,684
"SCT","merged",10,0.75,"10",1366,FALSE,0.167149412158599,0.762711364651918,-0.111539599364465,648
"SCT","merged",10,0.75,"11",1291,FALSE,0.167149412158599,0.762711364651918,0.238786749232488,500
"SCT","merged",10,0.75,"12",980,FALSE,0.167149412158599,0.762711364651918,0.403739155076253,1249
"SCT","merged",10,0.75,"13",824,FALSE,0.167149412158599,0.762711364651918,0.356649655619569,1687
"SCT","merged",10,0.75,"14",243,FALSE,0.167149412158599,0.762711364651918,0.0149766259338906,219
"SCT","merged",10,0.75,"15",183,FALSE,0.167149412158599,0.762711364651918,0.119513491329579,290
"SCT","merged",10,0.75,"16",135,FALSE,0.167149412158599,0.762711364651918,0.327273311053813,298
"SCT","merged",15,0.25,"0",13260,FALSE,0.211724117509996,0.849636781044562,NA,473
"SCT","merged",15,0.25,"1",6294,FALSE,0.211724117509996,0.849636781044562,0.217153670186687,208
"SCT","merged",15,0.25,"2",3867,FALSE,0.211724117509996,0.849636781044562,0.237003873135448,440
"SCT","merged",15,0.25,"3",3508,FALSE,0.211724117509996,0.849636781044562,0.214805621892947,1211
"SCT","merged",15,0.25,"4",3369,FALSE,0.211724117509996,0.849636781044562,0.139831955549642,771
"SCT","merged",15,0.25,"5",3018,FALSE,0.211724117509996,0.849636781044562,0.0804113447061526,1406
"SCT","merged",15,0.25,"6",2310,FALSE,0.211724117509996,0.849636781044562,0.296623307584164,589
"SCT","merged",15,0.25,"7",1293,FALSE,0.211724117509996,0.849636781044562,0.155493392310842,488
"SCT","merged",15,0.25,"8",576,FALSE,0.211724117509996,0.849636781044562,0.422725501078688,577
"SCT","merged",15,0.25,"9",238,FALSE,0.211724117509996,0.849636781044562,0.187391845423463,227
"SCT","merged",15,0.25,"10",183,FALSE,0.211724117509996,0.849636781044562,0.160987521610696,306
"SCT","merged",15,0.3,"0",12318,FALSE,0.193491075810081,0.849636781044562,NA,NA
"SCT","merged",15,0.3,"1",4531,FALSE,0.193491075810081,0.849636781044562,0.216722065061876,NA
"SCT","merged",15,0.3,"2",3896,FALSE,0.193491075810081,0.849636781044562,0.321912871125162,NA
"SCT","merged",15,0.3,"3",3443,FALSE,0.193491075810081,0.849636781044562,0.144868329091169,NA
"SCT","merged",15,0.3,"4",3053,FALSE,0.193491075810081,0.849636781044562,0.0434073204772275,NA
"SCT","merged",15,0.3,"5",2318,FALSE,0.193491075810081,0.849636781044562,0.268288542000504,NA
"SCT","merged",15,0.3,"6",2290,FALSE,0.193491075810081,0.849636781044562,0.128696567694106,NA
"SCT","merged",15,0.3,"7",2026,FALSE,0.193491075810081,0.849636781044562,0.143531565448415,NA
"SCT","merged",15,0.3,"8",1674,FALSE,0.193491075810081,0.849636781044562,-0.0491098964307319,NA
"SCT","merged",15,0.3,"9",1293,FALSE,0.193491075810081,0.849636781044562,0.222868580163094,NA
"SCT","merged",15,0.3,"10",653,FALSE,0.193491075810081,0.849636781044562,0.410094095453334,NA
"SCT","merged",15,0.3,"11",238,FALSE,0.193491075810081,0.849636781044562,0.141130970376723,NA
"SCT","merged",15,0.3,"12",183,FALSE,0.193491075810081,0.849636781044562,0.152205343062581,NA
"SCT","merged",15,0.5,"0",8487,FALSE,0.14812416079195,0.849636781044562,NA,453
"SCT","merged",15,0.5,"1",3919,FALSE,0.14812416079195,0.849636781044562,0.0879103668099693,432
"SCT","merged",15,0.5,"2",3909,FALSE,0.14812416079195,0.849636781044562,0.15066945968309,403
"SCT","merged",15,0.5,"3",3280,FALSE,0.14812416079195,0.849636781044562,0.366876532926317,797
"SCT","merged",15,0.5,"4",3163,FALSE,0.14812416079195,0.849636781044562,0.06672561107285,31
"SCT","merged",15,0.5,"5",3107,FALSE,0.14812416079195,0.849636781044562,0.0934821462546318,1402
"SCT","merged",15,0.5,"6",2491,FALSE,0.14812416079195,0.849636781044562,0.254616889501514,527
"SCT","merged",15,0.5,"7",2443,FALSE,0.14812416079195,0.849636781044562,0.0831489899302024,1399
"SCT","merged",15,0.5,"8",2435,FALSE,0.14812416079195,0.849636781044562,-0.106790225699225,973
"SCT","merged",15,0.5,"9",2275,FALSE,0.14812416079195,0.849636781044562,0.140299467950079,440
"SCT","merged",15,0.5,"10",1295,FALSE,0.14812416079195,0.849636781044562,0.225670553155036,489
"SCT","merged",15,0.5,"11",649,FALSE,0.14812416079195,0.849636781044562,0.408691621978686,580
"SCT","merged",15,0.5,"12",238,FALSE,0.14812416079195,0.849636781044562,0.116259872722411,227
"SCT","merged",15,0.5,"13",225,FALSE,0.14812416079195,0.849636781044562,0.150300543025402,294
"SCT","merged",15,0.75,"0",5030,FALSE,0.155575557424759,0.849636781044562,NA,399
"SCT","merged",15,0.75,"1",4008,FALSE,0.155575557424759,0.849636781044562,0.170225335039584,408
"SCT","merged",15,0.75,"2",3966,FALSE,0.155575557424759,0.849636781044562,0.375599677457275,430
"SCT","merged",15,0.75,"3",3256,FALSE,0.155575557424759,0.849636781044562,0.142316093653719,38
"SCT","merged",15,0.75,"4",3088,FALSE,0.155575557424759,0.849636781044562,0.0704718222998385,1395
"SCT","merged",15,0.75,"5",2958,FALSE,0.155575557424759,0.849636781044562,0.263187772655693,924
"SCT","merged",15,0.75,"6",2739,FALSE,0.155575557424759,0.849636781044562,0.00251338771985311,999
"SCT","merged",15,0.75,"7",2290,FALSE,0.155575557424759,0.849636781044562,0.0676731858376159,605
"SCT","merged",15,0.75,"8",2198,FALSE,0.155575557424759,0.849636781044562,0.0890125057836776,430
"SCT","merged",15,0.75,"9",1833,FALSE,0.155575557424759,0.849636781044562,0.215557362877017,881
"SCT","merged",15,0.75,"10",1596,FALSE,0.155575557424759,0.849636781044562,0.0723173680211306,684
"SCT","merged",15,0.75,"11",1355,FALSE,0.155575557424759,0.849636781044562,0.138278290945068,417
"SCT","merged",15,0.75,"12",1293,FALSE,0.155575557424759,0.849636781044562,0.0450957565132795,489
"SCT","merged",15,0.75,"13",1243,FALSE,0.155575557424759,0.849636781044562,0.366110233840771,691
"SCT","merged",15,0.75,"14",464,FALSE,0.155575557424759,0.849636781044562,-0.112347877584981,1695
"SCT","merged",15,0.75,"15",238,FALSE,0.155575557424759,0.849636781044562,0.311214034467712,227
"SCT","merged",15,0.75,"16",225,FALSE,0.155575557424759,0.849636781044562,0.14760722999294,294
"SCT","merged",15,0.75,"17",136,FALSE,0.155575557424759,0.849636781044562,0.427827359016849,1670
"SCT","merged",20,0.25,"0",12743,FALSE,0.145596487314991,0.91252771511539,NA,474
"SCT","merged",20,0.25,"1",5572,FALSE,0.145596487314991,0.91252771511539,0.0892365498760452,368
"SCT","merged",20,0.25,"2",4118,FALSE,0.145596487314991,0.91252771511539,0.188808837861992,630
"SCT","merged",20,0.25,"3",3839,FALSE,0.145596487314991,0.91252771511539,0.0209410440222642,443
"SCT","merged",20,0.25,"4",3489,FALSE,0.145596487314991,0.91252771511539,0.17281307096911,1216
"SCT","merged",20,0.25,"5",2991,FALSE,0.145596487314991,0.91252771511539,0.0810734552130678,1416
"SCT","merged",20,0.25,"6",1684,FALSE,0.145596487314991,0.91252771511539,0.26046396867758,25
"SCT","merged",20,0.25,"7",1273,FALSE,0.145596487314991,0.91252771511539,0.221787700740737,498
"SCT","merged",20,0.25,"8",659,FALSE,0.145596487314991,0.91252771511539,0.408650018207217,276
"SCT","merged",20,0.25,"9",567,FALSE,0.145596487314991,0.91252771511539,0.269782459428122,814
"SCT","merged",20,0.25,"10",564,FALSE,0.145596487314991,0.91252771511539,0.375621826586263,587
"SCT","merged",20,0.25,"11",233,FALSE,0.145596487314991,0.91252771511539,0.145200688346262,223
"SCT","merged",20,0.25,"12",184,FALSE,0.145596487314991,0.91252771511539,0.168510122093933,305
"SCT","merged",20,0.3,"0",9411,FALSE,0.159237715417209,0.91252771511539,NA,NA
"SCT","merged",20,0.3,"1",3881,FALSE,0.159237715417209,0.91252771511539,0.138390318501202,NA
"SCT","merged",20,0.3,"2",3827,FALSE,0.159237715417209,0.91252771511539,0.356421505162556,NA
"SCT","merged",20,0.3,"3",3060,FALSE,0.159237715417209,0.91252771511539,0.158563434645948,NA
"SCT","merged",20,0.3,"4",2942,FALSE,0.159237715417209,0.91252771511539,0.236634728717887,NA
"SCT","merged",20,0.3,"5",2883,FALSE,0.159237715417209,0.91252771511539,0.0330941872465991,NA
"SCT","merged",20,0.3,"6",2610,FALSE,0.159237715417209,0.91252771511539,0.0807935888460743,NA
"SCT","merged",20,0.3,"7",2304,FALSE,0.159237715417209,0.91252771511539,0.106652423845288,NA
"SCT","merged",20,0.3,"8",2262,FALSE,0.159237715417209,0.91252771511539,0.0943506477772215,NA
"SCT","merged",20,0.3,"9",2074,FALSE,0.159237715417209,0.91252771511539,0.159808581061991,NA
"SCT","merged",20,0.3,"10",1273,FALSE,0.159237715417209,0.91252771511539,-0.055221295318127,NA
"SCT","merged",20,0.3,"11",569,FALSE,0.159237715417209,0.91252771511539,0.408697109985216,NA
"SCT","merged",20,0.3,"12",402,FALSE,0.159237715417209,0.91252771511539,0.365426061327466,NA
"SCT","merged",20,0.3,"13",234,FALSE,0.159237715417209,0.91252771511539,0.171423467183789,NA
"SCT","merged",20,0.3,"14",184,FALSE,0.159237715417209,0.91252771511539,0.157797184665144,NA
"SCT","merged",20,0.5,"0",7857,FALSE,0.154380121313271,0.91252771511539,NA,459
"SCT","merged",20,0.5,"1",3849,FALSE,0.154380121313271,0.91252771511539,0.135591307162444,433
"SCT","merged",20,0.5,"2",3832,FALSE,0.154380121313271,0.91252771511539,0.354998507156925,442
"SCT","merged",20,0.5,"3",3510,FALSE,0.154380121313271,0.91252771511539,0.161121395810398,28
"SCT","merged",20,0.5,"4",2991,FALSE,0.154380121313271,0.91252771511539,0.0455610498359785,1409
"SCT","merged",20,0.5,"5",2912,FALSE,0.154380121313271,0.91252771511539,0.265811382050593,551
"SCT","merged",20,0.5,"6",2858,FALSE,0.154380121313271,0.91252771511539,0.0572159525488997,692
"SCT","merged",20,0.5,"7",2318,FALSE,0.154380121313271,0.91252771511539,0.0437251369589706,1034
"SCT","merged",20,0.5,"8",2295,FALSE,0.154380121313271,0.91252771511539,0.166009050497653,597
"SCT","merged",20,0.5,"9",2190,FALSE,0.154380121313271,0.91252771511539,0.0948779939805412,1435
"SCT","merged",20,0.5,"10",1273,FALSE,0.154380121313271,0.91252771511539,-0.0727549556812963,494
"SCT","merged",20,0.5,"11",682,FALSE,0.154380121313271,0.91252771511539,0.408253807014213,273
"SCT","merged",20,0.5,"12",567,FALSE,0.154380121313271,0.91252771511539,0.208457997218327,814
"SCT","merged",20,0.5,"13",402,FALSE,0.154380121313271,0.91252771511539,0.367109216609022,551
"SCT","merged",20,0.5,"14",196,FALSE,0.154380121313271,0.91252771511539,0.169017421853625,273
"SCT","merged",20,0.5,"15",184,FALSE,0.154380121313271,0.91252771511539,0.318536392614008,305
"SCT","merged",20,0.75,"0",4705,FALSE,0.15743867319878,0.91252771511539,NA,397
"SCT","merged",20,0.75,"1",3985,FALSE,0.15743867319878,0.91252771511539,0.166808515805012,433
"SCT","merged",20,0.75,"2",3883,FALSE,0.15743867319878,0.91252771511539,0.140724357745626,413
"SCT","merged",20,0.75,"3",3327,FALSE,0.15743867319878,0.91252771511539,0.36045138447206,30
"SCT","merged",20,0.75,"4",2996,FALSE,0.15743867319878,0.91252771511539,0.0558968774899119,796
"SCT","merged",20,0.75,"5",2907,FALSE,0.15743867319878,0.91252771511539,0.0562486257127996,1458
"SCT","merged",20,0.75,"6",2347,FALSE,0.15743867319878,0.91252771511539,0.259610019855885,402
"SCT","merged",20,0.75,"7",2298,FALSE,0.15743867319878,0.91252771511539,0.164794200395854,599
"SCT","merged",20,0.75,"8",2249,FALSE,0.15743867319878,0.91252771511539,0.0533034782520026,1007
"SCT","merged",20,0.75,"9",1829,FALSE,0.15743867319878,0.91252771511539,0.144209831702974,813
"SCT","merged",20,0.75,"10",1280,FALSE,0.15743867319878,0.91252771511539,0.0855485222162179,497
"SCT","merged",20,0.75,"11",1159,FALSE,0.15743867319878,0.91252771511539,0.386966968013694,1640
"SCT","merged",20,0.75,"12",1126,FALSE,0.15743867319878,0.91252771511539,0.019181479299108,568
"SCT","merged",20,0.75,"13",997,FALSE,0.15743867319878,0.91252771511539,0.0311810137022636,769
"SCT","merged",20,0.75,"14",735,FALSE,0.15743867319878,0.91252771511539,-0.0269412784521764,522
"SCT","merged",20,0.75,"15",707,FALSE,0.15743867319878,0.91252771511539,0.156863095438596,278
"SCT","merged",20,0.75,"16",567,FALSE,0.15743867319878,0.91252771511539,0.142084030043927,814
"SCT","merged",20,0.75,"17",402,FALSE,0.15743867319878,0.91252771511539,0.331662864375943,551
"SCT","merged",20,0.75,"18",233,FALSE,0.15743867319878,0.91252771511539,0.111284557650375,223
"SCT","merged",20,0.75,"19",184,FALSE,0.15743867319878,0.91252771511539,0.157429178277605,305
"SCT","merged",25,0.25,"0",10837,FALSE,0.141901631391588,0.960634677550975,NA,447
"SCT","merged",25,0.25,"1",5810,FALSE,0.141901631391588,0.960634677550975,0.111497976320943,319
"SCT","merged",25,0.25,"2",4100,FALSE,0.141901631391588,0.960634677550975,0.174234375374438,644
"SCT","merged",25,0.25,"3",3849,FALSE,0.141901631391588,0.960634677550975,0.0237047952724543,454
"SCT","merged",25,0.25,"4",3603,FALSE,0.141901631391588,0.960634677550975,0.16665622602906,1211
"SCT","merged",25,0.25,"5",3001,FALSE,0.141901631391588,0.960634677550975,0.0638901054652564,1416
"SCT","merged",25,0.25,"6",2252,FALSE,0.141901631391588,0.960634677550975,0.222168763409877,434
"SCT","merged",25,0.25,"7",1838,FALSE,0.141901631391588,0.960634677550975,0.124389914956007,25
"SCT","merged",25,0.25,"8",1271,FALSE,0.141901631391588,0.960634677550975,0.16948976259091,498
"SCT","merged",25,0.25,"9",573,FALSE,0.141901631391588,0.960634677550975,0.384637664636738,801
"SCT","merged",25,0.25,"10",403,FALSE,0.141901631391588,0.960634677550975,0.357165179529312,557
"SCT","merged",25,0.25,"11",196,FALSE,0.141901631391588,0.960634677550975,0.16163157159146,272
"SCT","merged",25,0.25,"12",183,FALSE,0.141901631391588,0.960634677550975,0.319594272036197,303
"SCT","merged",25,0.3,"0",9164,FALSE,0.131452238150336,0.960634677550975,NA,NA
"SCT","merged",25,0.3,"1",4842,FALSE,0.131452238150336,0.960634677550975,0.0837902818842879,NA
"SCT","merged",25,0.3,"2",4096,FALSE,0.131452238150336,0.960634677550975,0.186866917301139,NA
"SCT","merged",25,0.3,"3",3968,FALSE,0.131452238150336,0.960634677550975,0.0191742275698192,NA
"SCT","merged",25,0.3,"4",3115,FALSE,0.131452238150336,0.960634677550975,0.162699377959632,NA
"SCT","merged",25,0.3,"5",2997,FALSE,0.131452238150336,0.960634677550975,0.0580086094125689,NA
"SCT","merged",25,0.3,"6",2257,FALSE,0.131452238150336,0.960634677550975,0.224836400736843,NA
"SCT","merged",25,0.3,"7",2030,FALSE,0.131452238150336,0.960634677550975,0.156334109388638,NA
"SCT","merged",25,0.3,"8",1942,FALSE,0.131452238150336,0.960634677550975,0.213652686018875,NA
"SCT","merged",25,0.3,"9",1267,FALSE,0.131452238150336,0.960634677550975,-0.0589129585938464,NA
"SCT","merged",25,0.3,"10",685,FALSE,0.131452238150336,0.960634677550975,0.385930619900454,NA
"SCT","merged",25,0.3,"11",602,FALSE,0.131452238150336,0.960634677550975,0.213857609937828,NA
"SCT","merged",25,0.3,"12",573,FALSE,0.131452238150336,0.960634677550975,0.0763766495553228,NA
"SCT","merged",25,0.3,"13",196,FALSE,0.131452238150336,0.960634677550975,0.35839769377898,NA
"SCT","merged",25,0.3,"14",182,FALSE,0.131452238150336,0.960634677550975,0.318064378353509,NA
"SCT","merged",25,0.5,"0",8755,FALSE,0.143942438194575,0.960634677550975,NA,423
"SCT","merged",25,0.5,"1",3863,FALSE,0.143942438194575,0.960634677550975,0.0900884692170638,449
"SCT","merged",25,0.5,"2",3781,FALSE,0.143942438194575,0.960634677550975,0.143442688850107,416
"SCT","merged",25,0.5,"3",3011,FALSE,0.143942438194575,0.960634677550975,0.335065258244358,1416
"SCT","merged",25,0.5,"4",2850,FALSE,0.143942438194575,0.960634677550975,0.216869910624455,27
"SCT","merged",25,0.5,"5",2290,FALSE,0.143942438194575,0.960634677550975,0.0404727152310203,1026
"SCT","merged",25,0.5,"6",2267,FALSE,0.143942438194575,0.960634677550975,0.150375494804105,615
"SCT","merged",25,0.5,"7",2048,FALSE,0.143942438194575,0.960634677550975,0.0777182413978157,404
"SCT","merged",25,0.5,"8",1950,FALSE,0.143942438194575,0.960634677550975,0.205991572597422,1471
"SCT","merged",25,0.5,"9",1814,FALSE,0.143942438194575,0.960634677550975,-0.0595346095825531,817
"SCT","merged",25,0.5,"10",1268,FALSE,0.143942438194575,0.960634677550975,0.10790722355128,497
"SCT","merged",25,0.5,"11",1080,FALSE,0.143942438194575,0.960634677550975,0.375849227484133,600
"SCT","merged",25,0.5,"12",846,FALSE,0.143942438194575,0.960634677550975,0.0465008140930563,744
"SCT","merged",25,0.5,"13",700,FALSE,0.143942438194575,0.960634677550975,0.00709009434495629,283
"SCT","merged",25,0.5,"14",572,FALSE,0.143942438194575,0.960634677550975,0.199850843356975,814
"SCT","merged",25,0.5,"15",406,FALSE,0.143942438194575,0.960634677550975,0.322293688744516,556
"SCT","merged",25,0.5,"16",232,FALSE,0.143942438194575,0.960634677550975,0.126578192452596,221
"SCT","merged",25,0.5,"17",183,FALSE,0.143942438194575,0.960634677550975,0.164188906338017,303
"SCT","merged",25,0.75,"0",4647,FALSE,0.139650989274812,0.960634677550975,NA,405
"SCT","merged",25,0.75,"1",3931,FALSE,0.139650989274812,0.960634677550975,0.180488182132679,443
"SCT","merged",25,0.75,"2",3759,FALSE,0.139650989274812,0.960634677550975,0.114836441466921,418
"SCT","merged",25,0.75,"3",3115,FALSE,0.139650989274812,0.960634677550975,0.291735834404777,719
"SCT","merged",25,0.75,"4",3007,FALSE,0.139650989274812,0.960634677550975,0.0574496764752404,1411
"SCT","merged",25,0.75,"5",2285,FALSE,0.139650989274812,0.960634677550975,0.213596691636452,1016
"SCT","merged",25,0.75,"6",2255,FALSE,0.139650989274812,0.960634677550975,0.127820062629739,615
"SCT","merged",25,0.75,"7",2212,FALSE,0.139650989274812,0.960634677550975,0.0656672683700871,383
"SCT","merged",25,0.75,"8",1873,FALSE,0.139650989274812,0.960634677550975,0.152584342377034,22
"SCT","merged",25,0.75,"9",1841,FALSE,0.139650989274812,0.960634677550975,-0.0175256959640441,809
"SCT","merged",25,0.75,"10",1730,FALSE,0.139650989274812,0.960634677550975,0.101532310529247,26
"SCT","merged",25,0.75,"11",1572,FALSE,0.139650989274812,0.960634677550975,0.118817535393947,709
"SCT","merged",25,0.75,"12",1272,FALSE,0.139650989274812,0.960634677550975,-0.0462611714191865,495
"SCT","merged",25,0.75,"13",1173,FALSE,0.139650989274812,0.960634677550975,0.36298117896048,1663
"SCT","merged",25,0.75,"14",1084,FALSE,0.139650989274812,0.960634677550975,0.0126460418526499,600
"SCT","merged",25,0.75,"15",760,FALSE,0.139650989274812,0.960634677550975,0.0426281652218572,277
"SCT","merged",25,0.75,"16",573,FALSE,0.139650989274812,0.960634677550975,0.144410843771534,801
"SCT","merged",25,0.75,"17",406,FALSE,0.139650989274812,0.960634677550975,0.319878707165446,556
"SCT","merged",25,0.75,"18",224,FALSE,0.139650989274812,0.960634677550975,0.129740318544248,295
"SCT","merged",25,0.75,"19",197,FALSE,0.139650989274812,0.960634677550975,0.418591509484894,274
"SCT","merged",30,0.25,"0",10046,FALSE,0.121847792229138,1,NA,477
"SCT","merged",30,0.25,"1",4951,FALSE,0.121847792229138,1,0.0490120418673469,423
"SCT","merged",30,0.25,"2",4090,FALSE,0.121847792229138,1,0.181397653617533,643
"SCT","merged",30,0.25,"3",3968,FALSE,0.121847792229138,1,0.0125629345025993,448
"SCT","merged",30,0.25,"4",3474,FALSE,0.121847792229138,1,0.14385876090099,1211
"SCT","merged",30,0.25,"5",2986,FALSE,0.121847792229138,1,0.0827093746206031,1412
"SCT","merged",30,0.25,"6",2798,FALSE,0.121847792229138,1,0.199476114177814,28
"SCT","merged",30,0.25,"7",2055,FALSE,0.121847792229138,1,0.0859606323972388,382
"SCT","merged",30,0.25,"8",1269,FALSE,0.121847792229138,1,0.216356989820472,499
"SCT","merged",30,0.25,"9",730,FALSE,0.121847792229138,1,0.369709312826276,271
"SCT","merged",30,0.25,"10",600,FALSE,0.121847792229138,1,0.214950780274266,599
"SCT","merged",30,0.25,"11",572,FALSE,0.121847792229138,1,0.0732961459999991,802
"SCT","merged",30,0.25,"12",195,FALSE,0.121847792229138,1,0.346498566735426,274
"SCT","merged",30,0.25,"13",182,FALSE,0.121847792229138,1,0.315157271946459,304
"SCT","merged",30,0.3,"0",10021,FALSE,0.128650833235789,1,NA,NA
"SCT","merged",30,0.3,"1",4875,FALSE,0.128650833235789,1,0.102958094464958,NA
"SCT","merged",30,0.3,"2",4102,FALSE,0.128650833235789,1,0.167592891213841,NA
"SCT","merged",30,0.3,"3",3826,FALSE,0.128650833235789,1,0.0145079950457103,NA
"SCT","merged",30,0.3,"4",3518,FALSE,0.128650833235789,1,0.159455682346901,NA
"SCT","merged",30,0.3,"5",2985,FALSE,0.128650833235789,1,0.0831082388423716,NA
"SCT","merged",30,0.3,"6",2867,FALSE,0.128650833235789,1,0.199274731011725,NA
"SCT","merged",30,0.3,"7",2365,FALSE,0.128650833235789,1,0.078440596224128,NA
"SCT","merged",30,0.3,"8",1269,FALSE,0.128650833235789,1,0.0834582809857811,NA
"SCT","merged",30,0.3,"9",729,FALSE,0.128650833235789,1,0.368693166955863,NA
"SCT","merged",30,0.3,"10",572,FALSE,0.128650833235789,1,0.210567246016304,NA
"SCT","merged",30,0.3,"11",410,FALSE,0.128650833235789,1,0.34623379670028,NA
"SCT","merged",30,0.3,"12",195,FALSE,0.128650833235789,1,0.145528533461289,NA
"SCT","merged",30,0.3,"13",182,FALSE,0.128650833235789,1,0.315854720347777,NA
"SCT","merged",30,0.5,"0",7778,FALSE,0.130455498702583,1,NA,439
"SCT","merged",30,0.5,"1",4011,FALSE,0.130455498702583,1,0.0961114221404611,444
"SCT","merged",30,0.5,"2",3748,FALSE,0.130455498702583,1,0.116589229626146,414
"SCT","merged",30,0.5,"3",3248,FALSE,0.130455498702583,1,0.332292860691496,28
"SCT","merged",30,0.5,"4",2986,FALSE,0.130455498702583,1,0.0165941062729772,1416
"SCT","merged",30,0.5,"5",2256,FALSE,0.130455498702583,1,0.193851883586671,1004
"SCT","merged",30,0.5,"6",2254,FALSE,0.130455498702583,1,0.147493118063869,619
"SCT","merged",30,0.5,"7",2236,FALSE,0.130455498702583,1,0.0555880206620017,372
"SCT","merged",30,0.5,"8",2194,FALSE,0.130455498702583,1,0.183613035479186,1455
"SCT","merged",30,0.5,"9",1855,FALSE,0.130455498702583,1,-0.103232618102526,795
"SCT","merged",30,0.5,"10",1270,FALSE,0.130455498702583,1,0.0956002423262954,499
